name,address,city,state,zip_code,latitude,longitude,Discription,Accessible,Smooth,Elivators,Ramps,Sound,Brail,SightImpared,Bathrooms,single-entrance
Adventure Island Playground,3245 N. Meridian Road,Meridian,ID,83646,43.636806,-116.39371,,True,True,True,True,True,True,True,True,False
Playground of Possibilities,Miramar Boulevard,South Euclid,OH,44118,41.502391,-81.531343,,True,True,True,True,True,True,True,True,True
Preston's H.O.P.E.,26001 South Woodland Rd,Beachwood,OH,44122,41.473725,-81.491279,,True,True,True,False,True,True,False,True,True
Southwind Park,4965 S 2nd St,Springfield,IL,62703,39.749366,-89.653789,,True,True,True,True,True,True,False,True,False
Wheeler Park,880 Memorial Drive,Cambridge,MA,2139,42.364881,-71.115904,,True,False,True,False,True,False,False,True,False
Doug Nickles Memorial Playground,L A Cann Drive,,OK,74604,36.722211,-97.020628,,True,True,True,True,True,True,True,True,False
Gary Park,Gary Park Road,Kinneytown,CT,6483,41.364957,-73.106439,,True,True,True,True,True,False,False,True,False
MacArthur Park,FDR Drive,Manhattan,NY,10022,40.752312,-73.964961,,True,True,True,False,True,True,False,True,True
Brooks School Park,Brooks School Road,Fishers,IN,46037,39.96181,-85.942419,,True,True,True,True,True,True,True,True,False
Preston's H.O.P.E.,26001 South Woodland Rd.,Beachwood,OH,44122,41.473725,-81.491279,,True,False,True,False,True,False,False,True,False
Seattle Children's Playgarden,1745 24th Ave South,Seattle,WA,98144,47.587688,-122.301423,,True,True,True,True,True,True,True,True,True
Ann Van Middlesworth Park,Pleasant View Road,Hillsborough Township,NJ,8844,40.492564,-74.669598,,True,False,True,True,True,True,True,True,False
Meridian Park Playground,Bagley Avenue North,Seattle,WA,98103,47.664397,-122.332115,,True,False,True,False,True,False,False,True,False
North Metro Miracle League Adapted Sports Complex,13450 Cogburn Road,Alpharetta,GA,30009,34.104309,-84.279391,,True,True,True,False,True,False,False,True,False
,Meadowbrook Lane,Ellicott City,MD,21043,39.246487,-76.819882,,True,True,True,True,True,False,True,True,False
The Playground Without Limits,1475 West Gray Street,Houston,TX,77019,29.753123,-95.399584,,True,True,True,True,True,True,False,True,False
Celebration Park,Angel Parkway,Forest Grove,TX,75002,33.107072,-96.625528,,True,True,True,True,True,False,True,True,False
Newton Centre Playground,81 Tyler Terrace,Newton,MA,2459,42.3319,-71.199235,,True,True,True,True,True,True,False,True,True
Beaumont Rotary Centennial Playground,Neches Street,Beaumont,TX,77701,30.081981,-94.101613,,True,True,True,True,True,True,True,True,False
google homework help,Perryton Drive,Draguignan,MT,83300,32.713531,-96.851617,,True,False,True,False,True,False,False,True,False
Putnam Heights,530 W. Tyler Ave,Eau Claire,WI,54701,44.787553,-91.503316,,True,True,True,True,True,True,True,True,False
,5700 Smith Station Rd,Fredericksburg,VA,22407,38.201834,-77.533014,,True,True,True,True,True,False,False,True,False
Marla Dorell Park,Skye Lane,Cary,NC,27518,35.741375,-78.760493,,True,True,True,True,True,True,True,True,False
Township Park,6368 Center Grove Road,Edwardsville,IL,62025,38.784945,-89.964513,,True,True,True,True,True,True,False,True,False
Pipal Park,7802 Hascall St,Omaha,NE,,41.22881,-95.922666,,True,True,True,True,True,True,False,True,False
Possibility Place,Nyes Road,Paxtonia,PA,17112,40.317297,-76.779714,,True,True,True,True,True,True,False,True,True
Possibility Place,Jonestown Road,Paxtonia,PA,17112,40.319539,-76.781816,,True,False,True,False,True,False,False,True,False
Preston's H.O.P.E.,South Woodland Road,Beachwood,OH,44022,41.473683,-81.491282,,True,True,True,True,True,True,True,True,True
Sensory Park,8401 Arista Place,Broomfield,CO,80021,39.905772,-105.09067,,True,False,True,True,True,True,False,True,False
Fort Wildflower,Spinks Road,Denton,TX,75067,33.000278,-97.037945,,True,True,True,True,True,True,False,True,True
Albemarle Playground,1 Albemarle Rd,Brooklyn,NY,11218,40.645091,-73.980771,,True,True,True,False,True,False,False,True,False
Freedom Playground,Parkview Drive,Brookthorpe Hills,PA,19008,39.993347,-75.340033,,True,True,True,True,True,True,False,True,True
Variety Wonderland,Cricket Drive,Rock Springs,MO,63112-0040,38.643791,-90.281761,,True,True,True,True,True,True,True,True,False
,West Southwind Road,Woodside,IL,62707,39.728363,-89.653866,,True,True,True,False,True,False,False,True,False
Erin's Pavillion,4965 S 2nd St,  Springfield,IL,62703,39.749366,-89.653789,,True,True,True,True,True,False,False,True,False
Discovery Playground,2805 Elm Street,Saint Charles,MO,63301,38.799782,-90.503273,,True,True,True,True,True,True,True,True,True
Miller Park,Shoreline Drive,Eden Prairie,MN,55346,44.85234,-93.495026,,True,True,True,True,True,True,False,True,False
Jensen Park,West Eastwood Avenue,Chicago,IL,60625,41.965473,-87.720852,,True,True,True,True,True,False,False,True,False
,2400 Blakemore Ave,Nashville-Davidson,TN,37212,36.138124,-86.805196,,True,True,True,True,True,False,False,True,False
FM Rotary Universal Playground,1712 5th St S,Fargo,ND,58103,46.854764,-96.787823,,True,True,True,True,True,False,True,True,False
Resch Miracle League Field/Playgroun,Libal Street,Allouez,WI,54301,44.487214,-88.009737,,True,False,True,False,True,False,False,True,False
Unlimited Play Zachary's Playground,Orf Road,Lake St. Louis,MO,63367,38.766197,-90.803483,,True,True,True,True,True,True,True,True,False
Parkside Square Playground,Wawona Street,San Francisco,CA,94116,37.738379,-122.484233,,True,True,True,True,True,True,False,True,False
Discovery Playground,2805 Elm Street,St. Charles,MO,63301,38.799782,-90.503273,,True,True,True,True,True,True,True,True,True
Jake's Place,Bortons Mill Road,Cherry Hill Township,NJ,8034,39.899909,-75.01688,,True,True,True,True,True,True,True,True,True
All Children's Playground,345 E. Wilson Bridge Road,Worthington,OH,43085,40.109507,-83.009442,,True,True,True,True,True,False,False,True,False
Unlimited Play Discovery Playground,Hillcrest Estates Lane,O'Fallon,MO,63376,38.777512,-90.693961,,True,False,True,False,True,False,False,True,False
Bodie's Place,725 North Street,Milford,CT,6460,41.252701,-73.050805,,True,True,True,True,True,True,True,True,True
Unlimited Play Discovery Playground,Hillcrest Estates Lane,O'Fallon,MO,63376,38.777512,-90.693961,,True,False,True,True,True,True,True,True,False
Wil-O-Way Underwood,US 45,Wauwatosa,WI,53226,43.054582,-88.042738,,True,True,True,True,True,True,True,True,True
Park at Columbia County Library,Faircloth Drive,Whispering Pine Mobile Home Park,GA,30809,33.546724,-82.133269,,True,True,True,True,True,True,True,True,False
Park,Southwest Cypress Street,Beaverton,OR,97225,45.484327,-122.777109,,True,False,True,False,True,False,False,True,False
Playground for All,40th Avenue,Anchorage,AK,99503,61.184456,-149.877677,,True,True,True,True,True,True,False,True,False
Embudo Hills Park,Monte Verde Drive Northeast,Vista Del Mundo,NM,87112,35.090435,-106.48932,,True,False,True,False,True,True,False,True,False
Wil-O-Way Grant,South Lake Drive,South Milwaukee,WI,53172,42.927151,-87.848675,,True,True,True,True,True,True,True,True,True
Tree Top Playground,South Brentwood Boulevard,St. Louis,MO,63144,38.650126,-90.341585,,True,True,True,True,True,True,True,True,False
Variety Wonderland Playground,5595 Grand Dr,St Louis,MO,63111,38.559509,-90.263633,,True,True,True,True,True,False,True,True,False
Stapleton Central Park,Central Park Promenade,Sandown,CO,80238,39.76075,-104.884071,,True,True,True,True,True,True,False,True,False
Play For All,52 Natoma Street,Folsom,CA,95630,38.675337,-121.174127,,True,True,True,False,True,True,True,True,True
Boundless Playground,North Hazelwood Street,Wichita,KS,67205,37.731727,-97.419419,,True,False,True,True,True,False,False,True,False
Daneel Playspot,5501 St Charles Ave,New Orleans,LA,70115,29.929404,-90.114469,,True,True,True,False,True,True,False,True,False
Bialek Park,Linebrook Road,Ipswitch,MA,1938,42.684364,-70.847633,,True,False,True,False,True,True,False,True,False
Takoma Recreation Center,300 Van Buren Street NW,washington,DC,20011,38.969966,-77.012292,,True,True,True,False,True,True,True,True,False
CADES,401 Rutgers Ave,Swarthmore,PA,19081,39.894363,-75.348498,,True,True,True,True,True,False,False,True,False
Pearline,Richland Avenue,Kungsbacka,NH,434 52,39.317566,-82.105808,,True,True,True,True,True,True,False,True,False
Union Park Playground,West Washington Boulevard,Chicago,IL,60612,41.883988,-87.664912,,True,True,True,True,True,False,False,True,False
Kidz Korner Playland,979 Government Street,Denham Springs,LA,,30.48026,-90.962967,,True,True,True,True,True,True,True,True,True
Smith Memorial Playground & Playhouse,Reservoir Drive,Philadelphia,PA,19121,39.982661,-75.194421,,True,True,True,True,True,True,False,True,True
asbury park for special needs,South Court Square,Waverly,TN,37185,36.082931,-87.794643,,True,True,True,False,True,False,False,True,False
Rotary Play Park for Children of All Abilities,500 East,Salt Lake City,UT,84102,40.746168,-111.873994,,True,True,True,True,True,True,True,True,False
Freedom Playground,Parkview Drive,Brookthorpe Hills,PA,19008,39.993619,-75.341277,,True,True,True,True,True,True,False,True,True
Winners Circle Park,100 Winners Circle,Flowood,MS,39232,32.348072,-90.062697,,True,True,True,True,True,True,True,True,False
AllPlay Complex,6802 Harrison Street,Omaha,NE,,41.190743,-96.069443,,True,True,True,True,True,False,False,True,False
Park,West 700 S; S 500 West,Logan,UT,84321,41.719408,-111.848395,,True,True,True,True,True,True,False,True,True
Everyone Can Play,Manningham Drive,Madison,AL,35758,34.71617,-86.742338,,True,True,True,False,True,False,False,True,False
Silver Lake Park,804 7th Street NE,Rochester,MN,55906,44.029914,-92.452163,,True,True,True,True,True,False,False,True,False
Minton Park Playground,Cemetery Road,Empire,CO,80438,39.756065,-105.68294,,True,True,True,True,True,False,False,True,False
Connor's Place,Springfield Road,Somers,CT,6071,41.973489,-72.45351,,True,True,True,True,True,False,False,True,False
City Center Park Splash Pad,415 Lincoln St,Greenwood,IN,46143,39.612863,-86.11402,,True,True,True,True,True,False,False,True,False
betabookmark.ga,Dairy Lane,White Plains,GA,30678,39.318164,-82.106473,,True,False,True,True,True,True,False,True,False
Kid Country,Parkway Boulevard,Dallas,TX,75019,32.97796,-96.987348,,True,False,True,False,True,False,False,True,False
Broadneck Park,College Parkway,Arnold,MD,21012,39.03527,-76.453729,,True,False,True,False,True,True,False,True,True
Independence Park,Comet Drive,Smith Valley,IN,46143,39.583532,-86.200576,,True,True,True,True,True,True,False,True,False
Lake Waterford,Pasadena Road,Pasadena,MD,21122,39.112547,-76.558743,,True,True,True,True,True,True,True,True,True
Port Angeles Dream Playground,E 3rd St,Port Angeles,WA,,48.1113,-123.421118,,True,False,True,False,True,True,False,True,True
Kiwanis Challenge Park,1950 NW 36th ave,Gainesville,FL,32605,29.685821,-82.348451,,True,False,True,True,True,False,False,True,False
Heritage Park,North Poplar Street,Tulsa,OK,74066,35.999318,-96.115501,,True,False,True,True,True,False,False,True,True
Westover Park,1001 n kennebec st,Arlington,VA,22205,38.879798,-77.135458,,True,True,True,False,True,False,False,True,True
Palmer Park,Dublin Street,New Orleans,LA,70118,29.955474,-90.121794,,True,True,True,False,True,False,False,True,False
Common Ground,1000 E Edgewood Drive,Lakeland ,FL,,28.011381,-81.945819,,True,True,True,False,True,True,False,True,False
Free Wheeling Way Playground,200 East 8th Street,Front Royal,VA,22630,38.928965,-78.191354,,True,False,True,False,True,False,False,True,False
Cooke elementary ,Boulder Circle,Northville,MI,48167,42.442137,-83.491384,,True,True,True,True,True,True,True,True,False
Central Park,Ashmore Avenue,City of Schenectady,,12304,42.798668,-73.910136,,True,True,True,False,True,False,False,True,False
Priest Point Park,2600 East Bay Dr NE,Olympia,WA,98506,47.061893,-122.894868,,True,True,True,True,True,False,False,True,False
Universal Community Playground,Catharine Street,Philadelphia,PA,19146,39.940936,-75.16835,,True,True,True,False,True,False,False,True,True
Lily's Garden,2400 Blakemore Ave.,Nashville,TN,37212,36.138124,-86.805196,,True,True,True,True,True,True,True,True,False
West End Middle,Elmington Avenue,Nashville-Davidson,TN,37205,36.132832,-86.822666,,True,False,True,False,True,False,False,True,False
Lincoln Park,North Avenue,Grand Junction,CO,81501,39.075382,-108.547675,,True,True,True,True,True,True,False,True,False
Bird Athletic Complex,Courthouse Road,Chesterfield,VA,23832,37.389186,-77.494318,,True,True,True,True,True,False,False,True,False
Possibilities Playground,State Highway 54 West,Meehan,WI,54494,44.430898,-89.688464,,True,True,True,False,True,False,False,True,False
possibilities playground,State Highway 54 West,Meehan,WI,54494,44.430898,-89.688464,,True,False,True,False,True,False,False,True,False
RiverPlay Discovery Village Playground,210 Cheshire Ave,Eugene,OR,97401,44.060158,-123.094018,,True,True,True,True,True,True,True,True,False
Play at the Summit,West 2nd Avenue,El Dorado,KS,67042,37.819311,-96.862893,,True,True,True,True,True,False,False,True,False
Park,5th Avenue,Kearney,NE,68847,40.706962,-99.089513,,True,True,True,True,True,True,False,True,False
Noah's Playground for Everyone,Sheridan Road,Evanston,IL,60201,42.065177,-87.675834,,True,True,True,True,True,False,True,True,True
Lincoln Playground,West 6th Avenue,El Dorado,KS,67042,37.823989,-96.855812,,True,False,True,False,True,False,False,True,False
Lincoln Playground,West 6th Avenue,El Dorado,KS,67042,37.823989,-96.855812,,True,False,True,False,True,False,False,True,False
Leafie Mae Inclusive Playground,3207 7th Ave,Kearney,NE,68845,40.707332,-99.090925,,True,True,True,True,True,True,False,True,False
North Midway Park,West 6th Avenue,Broomfield,CO,80020,39.922935,-105.084057,,True,True,True,True,True,True,False,True,False
Pecan Bottoms,Cameron Park Drive,Waco,TX,76701,31.573746,-97.145576,,True,False,True,True,True,False,False,True,False
Northern Gateway,Lovers Leap Road,Waco,TX,76708,31.58805,-97.165833,,True,False,True,False,True,False,False,True,False
